PC 1,PC 2,AdoptionSpeed
-45.02140445061611,6.237533995743879,4
-2.541266397382053,9.123546693178982,4
-4.992543956142958,-5.7084299321431615,3
0.4431899738488266,50.026676772091726,3
-22.00932641547273,-5.053512868411405,2
153.20832066769114,-1.0390518891640088,2
189.45118436460547,-10.602253557169101,2
55.01627945588676,-8.542865961666314,2
-43.85660432276073,18.180771146651356,3
-5.186677310785522,-7.698969457294407,2
-45.99207122382894,-3.7151636300123485,4
-45.99207122382894,-3.7151636300123485,1
-46.08913790115021,-4.710433392587971,3
-4.216010537572703,2.253728168461821,4
-5.08961063346424,-6.703699694718784,4
-44.730204418652264,9.223343283470749,3
-4.992543956142958,-5.7084299321431615,2
-45.79793786918637,-1.7246241048611026,2
-38.83197552015995,-2.408056279528403,4
-45.89500454650764,-2.719893867436726,0
-45.99207122382894,-3.7151636300123485,3
138.95725059922083,48.57822316739767,4
-23.9028145360348,-3.8641034792113835,1
-46.08913790115021,-4.710433392587971,3
143.8611815423368,37.047836899192625,3
-4.798410601500394,-3.7178904069919154,4
-30.578556296662693,-0.19880549829912408,2
-30.675622973983977,-1.1940752608747467,3
-5.186677310785522,-7.698969457294407,2
-4.216010537572703,2.253728168461821,4
-5.08961063346424,-6.703699694718784,3
-45.89500454650764,-2.719893867436726,2
-45.99207122382894,-3.7151636300123485,2
-46.08913790115021,-4.710433392587971,2
-45.89500454650764,-2.719893867436726,2
-45.99207122382894,-3.7151636300123485,1
-45.99207122382894,-3.7151636300123485,1
120.19464377370211,-9.87605501408112,2
-4.094333234522563,-6.8007695080309825,1
56.011556854828434,-8.639935774978513,1
-5.08961063346424,-6.703699694718784,1
-4.798410601500394,-3.7178904069919154,1
-29.899089555413717,6.768082839730236,2
-4.992543956142958,-5.7084299321431615,1
-4.288466589165127,-8.791309033182229,3
-45.79793786918637,-1.7246241048611026,2
-45.99207122382894,-3.7151636300123485,4
-5.186677310785522,-7.698969457294407,4
58.82649049714561,20.222887339714546,1
-3.1236664613097442,3.151928117725246,4
-5.186677310785522,-7.698969457294407,1
-3.633610473645011,8.225346743915559,3
-4.798410601500394,-3.7178904069919154,2
-35.21589783354366,24.36715749670122,4
-45.02140445061611,6.237533995743879,4
-45.99207122382894,-3.7151636300123485,2
9.936617027982184,-7.1644771318261435,2
-3.997266557201281,-5.805499745455362,3
-38.127898153182116,-5.490935380567469,1
-43.85660432276073,18.180771146651356,3
-23.611614504070953,-0.8782941914845156,2
-46.08913790115021,-4.710433392587971,2
-4.7013439241791115,-2.7226206444162933,1
-4.094333234522563,-6.8007695080309825,4
-43.85660432276073,18.180771146651356,1
-2.22545573968935,2.0595885418374236,1
17.607636187551744,-10.9268449260506,4
-45.89500454650764,-2.719893867436726,4
-42.691804194905345,30.12400829755883,3
158.0151849334858,-13.564707919944675,4
-45.6038045145438,0.2659154202901432,3
-45.1184711279374,5.242264233168259,4
-3.8031332025587172,-3.8149602203041146,2
-45.99207122382894,-3.7151636300123485,3
-46.08913790115021,-4.710433392587971,1
-44.221239849882316,4.145981175798528,3
-4.798410601500394,-3.7178904069919154,4
71.10886474227314,43.138663508407504,4
-45.89500454650764,-2.719893867436726,2
-45.99207122382894,-3.7151636300123485,3
160.19712143482343,70.62037101628083,4
-45.89500454650764,-2.719893867436726,3
113.25231260683924,-19.24633375996416,3
186.46535216778045,-10.311044117232507,3
-38.127898153182116,-5.490935380567469,0
-4.216010537572703,2.253728168461821,2
-41.52700406704996,42.0672454484663,4
-44.99777326845257,-3.8161769248064545,2
-45.02140445061611,6.237533995743879,4
-4.216010537572703,2.253728168461821,4
-45.99207122382894,-3.7151636300123485,2
-45.99207122382894,-3.7151636300123485,3
36.44367850822819,58.57641393855414,2
-40.36220393919458,54.01048259937378,2
77.85706255449345,50.518402729139304,2
-42.691804194905345,30.12400829755883,4
197.70047611132028,115.19001578060815,4
-45.99207122382894,-3.7151636300123485,4
8.600918345618947,10.046318271896043,2
-4.1913999118438445,-7.796039270606607,4
-46.08913790115021,-4.710433392587971,4
-5.283743988106803,-8.694239219870031,2
-3.9248105056088574,5.23953745618869,3
-46.18620457847149,-5.705703155163593,4
-45.70087119186508,-0.7293543422854799,2
-3.099055835580887,-6.897839321343182,2
-5.283743988106803,-8.694239219870031,2
-45.99207122382894,-3.7151636300123485,2
-46.08913790115021,-4.710433392587971,4
-37.54549808925442,0.4806831948862678,3
-4.60427724685783,-1.7273508818406702,3
-46.08913790115021,-4.710433392587971,2
-22.8350810855007,7.083863909120467,1
-3.997266557201281,-5.805499745455362,4
-31.063889683269103,-5.175154311177239,1
-46.08913790115021,-4.710433392587971,3
-30.190289587377567,3.7822735520033675,2
-45.89500454650764,-2.719893867436726,2
-45.89500454650764,-2.719893867436726,4
226.37213897717461,27.995772631704494,1
-45.99207122382894,-3.7151636300123485,4
0.4431899738488266,50.026676772091726,2
-3.1961225129021686,-7.893109083918805,0
-46.08913790115021,-4.710433392587971,1
-3.099055835580887,-6.897839321343182,4
-5.186677310785522,-7.698969457294407,3
-4.216010537572703,2.253728168461821,4
-45.89500454650764,-2.719893867436726,4
17.607636187551744,-10.9268449260506,1
154.37312079554653,10.904185261743466,3
-45.99207122382894,-3.7151636300123485,2
-38.92904219748123,-3.403326042104025,3
-45.99207122382894,-3.7151636300123485,4
-5.186677310785522,-7.698969457294407,2
-4.288466589165127,-8.791309033182229,2
-4.1913999118438445,-7.796039270606607,2
-43.85660432276073,18.180771146651356,3
-45.99207122382894,-3.7151636300123485,4
-45.99207122382894,-3.7151636300123485,1
-4.288466589165127,-8.791309033182229,2
-45.99207122382894,-3.7151636300123485,3
-23.611614504070953,-0.8782941914845156,0
-5.283743988106803,-8.694239219870031,1
-4.1913999118438445,-7.796039270606607,3
-3.1961225129021686,-7.893109083918805,2
-45.89500454650764,-2.719893867436726,2
-5.08961063346424,-6.703699694718784,2
-45.99207122382894,-3.7151636300123485,3
-21.135726319581195,3.903914994769201,4
-5.186677310785522,-7.698969457294407,4
-4.288466589165127,-8.791309033182229,1
-5.186677310785522,-7.698969457294407,1
-5.283743988106803,-8.694239219870031,4
-43.85660432276073,18.180771146651356,4
-45.70087119186508,-0.7293543422854799,2
-5.186677310785522,-7.698969457294407,1
-5.186677310785522,-7.698969457294407,2
-45.99207122382894,-3.7151636300123485,3
-5.283743988106803,-8.694239219870031,2
-5.08961063346424,-6.703699694718784,3
-4.288466589165127,-8.791309033182229,3
-46.08913790115021,-4.710433392587971,3
-21.961480989609164,16.041291772301072,4
-46.08913790115021,-4.710433392587971,1
-45.99207122382894,-3.7151636300123485,1
63.485691008567144,67.99583594334445,3
-37.06016470264802,5.457032007764383,0
-45.79793786918637,-1.7246241048611026,4
-37.06016470264802,5.457032007764383,4
-4.216010537572703,2.253728168461821,4
-45.99207122382894,-3.7151636300123485,4
-3.8031332025587172,-3.8149602203041146,4
-5.283743988106803,-8.694239219870031,1
-45.99207122382894,-3.7151636300123485,4
113.73764599344565,-14.269984947086042,1
-46.08913790115021,-4.710433392587971,1
-45.89500454650764,-2.719893867436726,2
-1.0606556118339678,14.002825692744896,2
-4.798410601500394,-3.7178904069919154,2
160.83011857580303,15.29811519474839,2
-4.992543956142958,-5.7084299321431615,3
-5.186677310785522,-7.698969457294407,2
-45.99207122382894,-3.7151636300123485,1
-38.03260368348382,77.89695690118872,4
-3.099055835580887,-6.897839321343182,1
-4.992543956142958,-5.7084299321431615,4
-5.186677310785522,-7.698969457294407,2
-4.895477278821676,-4.713160169567538,3
-2.0559330107756444,14.099895506057093,4
-45.99207122382894,-3.7151636300123485,4
-45.02140445061611,6.237533995743879,1
-45.99207122382894,-3.7151636300123485,2
-4.216010537572703,2.253728168461821,3
-45.02140445061611,6.237533995743879,1
-4.60427724685783,-1.7273508818406702,4
-5.186677310785522,-7.698969457294407,3
-45.89500454650764,-2.719893867436726,3
-45.21553780525868,4.246994470592635,4
-30.96682300594782,-4.179884548601615,1
-45.99207122382894,-3.7151636300123485,2
-4.992543956142958,-5.7084299321431615,4
71.35359517396756,-16.16467136342743,1
-45.79793786918637,-1.7246241048611026,2
-0.04214341275758333,45.0503279592136,4
-45.99207122382894,-3.7151636300123485,1
-45.99207122382894,-3.7151636300123485,2
-5.380810665428085,-9.689508982445652,2
-45.99207122382894,-3.7151636300123485,2
-5.08961063346424,-6.703699694718784,4
-45.02140445061611,6.237533995743879,4
-45.506737837222516,1.2611851828657659,4
-43.85660432276073,18.180771146651356,3
-3.0019891582596046,-5.902569558767559,1
-41.52700406704996,42.0672454484663,0
-4.798410601500394,-3.7178904069919154,3
-5.283743988106803,-8.694239219870031,2
-5.186677310785522,-7.698969457294407,3
-4.094333234522563,-6.8007695080309825,2
-46.08913790115021,-4.710433392587971,1
-46.08913790115021,-4.710433392587971,2
-45.02140445061611,6.237533995743879,4
-45.89500454650764,-2.719893867436726,3
-5.186677310785522,-7.698969457294407,4
-37.06016470264802,5.457032007764383,2
42.58761728198024,-12.354377014798045,1
-45.21553780525868,4.246994470592635,4
119.12691032316802,-20.82402240241298,2
-32.9095323779676,17.109059718735256,4
-43.85660432276073,18.180771146651356,3
-46.18620457847149,-5.705703155163593,1
156.7027210512573,34.790659563558414,2
-45.99207122382894,-3.7151636300123485,3
-5.08961063346424,-6.703699694718784,2
-5.283743988106803,-8.694239219870031,2
-45.99207122382894,-3.7151636300123485,3
-45.99207122382894,-3.7151636300123485,2
-45.02140445061611,6.237533995743879,4
-46.08913790115021,-4.710433392587971,1
-4.288466589165127,-8.791309033182229,1
3.9375903574149724,85.85638822481414,3
-45.89500454650764,-2.719893867436726,2
-3.099055835580887,-6.897839321343182,1
81.40343584070561,-16.140099733973795,2
-45.79793786918637,-1.7246241048611026,4
-3.900199879879999,-4.810229982879738,2
-5.186677310785522,-7.698969457294407,0
-5.186677310785522,-7.698969457294407,2
-43.85660432276073,18.180771146651356,4
-23.9028145360348,-3.8641034792113835,3
-45.99207122382894,-3.7151636300123485,2
-4.60427724685783,-1.7273508818406702,4
72.83420595951566,-11.285392363861515,3
-46.08913790115021,-4.710433392587971,1
-14.848251268238435,-3.7424620364455503,3
-4.895477278821676,-4.713160169567538,3
-45.70087119186508,-0.7293543422854799,4
-30.481489619341414,0.7964642642764987,4
12.096694554779242,4.681690205769132,4
-4.216010537572703,2.253728168461821,4
-5.186677310785522,-7.698969457294407,1
65.81529126427792,91.8823102451594,4
241.7880091735003,-9.6782652739497,3
-45.70087119186508,-0.7293543422854799,2
-5.08961063346424,-6.703699694718784,2
-4.992543956142958,-5.7084299321431615,2
-23.126281117464547,4.098054621393598,4
9.839550350660904,-8.159746894401765,2
-33.565764319081865,41.28674346048681,4
243.94808670029735,2.1679020636455726,1
-45.02140445061611,6.237533995743879,4
-45.99207122382894,-3.7151636300123485,1
-4.410143892215266,0.2631886433105756,3
-45.895983990072956,-2.7238373489186336,4
61.15609075285638,44.109361641529496,3
52.02907143346759,32.94268299711961,4
-45.99207122382894,-3.7151636300123485,3
-44.02710649523976,6.136520700949774,3
-45.99207122382894,-3.7151636300123485,4
-46.08913790115021,-4.710433392587971,4
227.709213485132,-30.409362290867012,2
-1.2301783407476738,1.9625187285252252,4
-45.506737837222516,1.2611851828657659,3
-45.99207122382894,-3.7151636300123485,2
-45.89500454650764,-2.719893867436726,2
-45.89500454650764,-2.719893867436726,4
-46.08913790115021,-4.710433392587971,4
150.05296574195242,-12.788149413447087,3
-5.283743988106803,-8.694239219870031,3
-45.89500454650764,-2.719893867436726,3
-3.099055835580887,-6.897839321343182,3
153.20832066769114,-1.0390518891640088,1
157.14158483759428,-22.52213578312528,1
19.501124308113816,-12.116254315250623,2
-45.99207122382894,-3.7151636300123485,3
115.07059302462059,50.907898686890434,4
-46.08913790115021,-4.710433392587971,2
-3.0512104097173207,14.196965319369298,4
75.33470476973427,-16.552950616676224,3
-5.186677310785522,-7.698969457294407,1
-45.99207122382894,-3.7151636300123485,3
71.45066185128886,-15.169401600851806,2
93.00496751899003,41.00312761553913,4
-45.409671159901244,2.256454945441389,4
-28.9284227822009,16.720780465486463,4
-30.869756328626536,-3.1846147860259926,1
-4.1913999118438445,-7.796039270606607,4
58.24409043321793,14.25126876426081,3
-46.08913790115021,-4.710433392587971,3
-45.89500454650764,-2.719893867436726,4
-46.08913790115021,-4.710433392587971,4
-46.08913790115021,-4.710433392587971,3
-45.99207122382894,-3.7151636300123485,0
17.89883621951559,-7.941035638323734,2
-46.08913790115021,-4.710433392587971,2
-45.6038045145438,0.2659154202901432,4
184.88767470491106,-16.185592879374042,4
-45.99207122382894,-3.7151636300123485,4
11.830105148544254,-8.353886521026164,3
151.75232050787193,-15.968098327798351,1
78.09766550940545,114.79808641385237,4
-30.869756328626536,-3.1846147860259926,1
-15.236517977523564,-7.723541086748042,1
-45.99207122382894,-3.7151636300123485,1
-45.6038045145438,0.2659154202901432,3
-5.08961063346424,-6.703699694718784,4
-3.220733138631026,2.1566583551496223,2
-46.08913790115021,-4.710433392587971,1
-5.186677310785522,-7.698969457294407,2
-46.08913790115021,-4.710433392587971,2
43.55828405519307,-2.4016793890418136,2
-45.70087119186508,-0.7293543422854799,3
57.248813034276246,14.348338577573013,0
-14.55705123627459,-0.756652748718682,1
114.1491475028655,20.855666182997354,4
80.5530705449488,6.047044482626504,1
-5.186677310785522,-7.698969457294407,2
-40.36220393919458,54.01048259937378,4
-46.08913790115021,-4.710433392587971,1
-3.6089998479161536,-1.8244206951528688,4
17.607636187551744,-10.9268449260506,1
-5.186677310785522,-7.698969457294407,4
-4.895477278821676,-4.713160169567538,1
-4.094333234522563,-6.8007695080309825,1
-3.633610473645011,8.225346743915559,4
17.80176954219431,-8.936305400899354,3
-46.08913790115021,-4.710433392587971,2
85.86850299748457,29.642309344504852,2
-4.60427724685783,-1.7273508818406702,1
157.33571819223687,-20.53159625797404,2
-46.18620457847149,-5.705703155163593,3
-5.380810665428085,-9.689508982445652,4
-37.06016470264802,5.457032007764383,3
-45.409671159901244,2.256454945441389,4
-45.99207122382894,-3.7151636300123485,1
60.47662401160741,37.14247330350014,1
-2.904922480938323,-4.9072997961919365,1
-4.313077214893985,1.258458405886198,4
-46.08913790115021,-4.710433392587971,4
-37.83669812121827,-2.505126092840601,1
-45.6038045145438,0.2659154202901432,4
-46.08913790115021,-4.710433392587971,4
-45.99207122382894,-3.7151636300123485,3
-5.08961063346424,-6.703699694718784,3
-45.99207122382894,-3.7151636300123485,2
48.097183089158605,13.231427372231556,3
-46.08913790115021,-4.710433392587971,4
18.89411361845727,-8.038105451635932,2
-45.79793786918637,-1.7246241048611026,3
-4.288466589165127,-8.791309033182229,2
-4.216010537572703,2.253728168461821,4
42.58761728198024,-12.354377014798045,1
-3.099055835580887,-6.897839321343182,4
-4.798410601500394,-3.7178904069919154,4
-45.99207122382894,-3.7151636300123485,1
-4.216010537572703,2.253728168461821,4
-5.283743988106803,-8.694239219870031,3
-45.99207122382894,-3.7151636300123485,4
-4.094333234522563,-6.8007695080309825,1
240.62320904564496,-21.621502424857173,4
11.927171825865537,-7.358616758450541,3
71.35359517396756,-16.16467136342743,1
-45.70087119186508,-0.7293543422854799,4
66.68889136016945,100.83973810833999,1
-4.992543956142958,-5.7084299321431615,1
-5.186677310785522,-7.698969457294407,3
-3.1961225129021686,-7.893109083918805,0
-3.997266557201281,-5.805499745455362,2
-3.997266557201281,-5.805499745455362,3
163.83918557276274,46.1514778345927,1
-4.313077214893985,1.258458405886198,4
-4.798410601500394,-3.7178904069919154,2
-2.3471330427394896,11.114086218330225,4
167.09435882701104,-23.492833916247267,4
59.991290625001,32.166124490622025,3
-45.99207122382894,-3.7151636300123485,3
-45.409671159901244,2.256454945441389,4
-45.99207122382894,-3.7151636300123485,2
133.1332499599439,-11.137962587139702,1
-45.99207122382894,-3.7151636300123485,2
13.82065994642761,-8.54802614765056,4
69.94406461441775,31.195426357500036,4
-5.283743988106803,-8.694239219870031,3
17.80176954219431,-8.936305400899354,3
-5.08961063346424,-6.703699694718784,2
-4.992543956142958,-5.7084299321431615,2
-33.855588525451566,-2.8934053460893954,2
-2.4688103457896293,20.168583894823033,3
-46.08913790115021,-4.710433392587971,2
-45.89500454650764,-2.719893867436726,2
108.47005896677344,-16.770445168251918,3
-5.08961063346424,-6.703699694718784,4
-45.02140445061611,6.237533995743879,4
-45.99207122382894,-3.7151636300123485,2
143.1106345750895,-22.15842815933012,2
209.79146865299356,53.72657338645121,4
-37.73963144389698,-1.509856330264978,3
-26.597446700895986,-0.5870847515479194,2
-43.56540429079688,21.166580434378226,4
-45.99207122382894,-3.7151636300123485,0
-39.1231755521238,-5.39386556725527,2
-8.440474739439686,20.751002774696225,2
-5.186677310785522,-7.698969457294407,4
-5.08961063346424,-6.703699694718784,4
-5.186677310785522,-7.698969457294407,2
241.7880091735003,-9.6782652739497,0
-46.08913790115021,-4.710433392587971,2
-5.08961063346424,-6.703699694718784,2
79.38827041709341,-5.89619266828097,1
-45.02140445061611,6.237533995743879,4
-46.08913790115021,-4.710433392587971,2
-45.99207122382894,-3.7151636300123485,3
195.6415927386269,-19.24390035095948,1
-45.79793786918637,-1.7246241048611026,2
-1.8617996561330798,16.090435031208344,4
-38.03083147586083,-4.495665617991846,1
-46.08913790115021,-4.710433392587971,2
-45.99207122382894,-3.7151636300123485,4
-5.08961063346424,-6.703699694718784,1
196.51381700892432,30.907867031070463,3
-45.31260448257995,3.251724708017011,2
-45.99207122382894,-3.7151636300123485,0
119.80637706441698,-13.857134064383612,2
42.490550604658964,-13.349646777373664,2
-45.99207122382894,-3.7151636300123485,2
-4.895477278821676,-4.713160169567538,3
-45.409671159901244,2.256454945441389,4
-46.08913790115021,-4.710433392587971,4
-46.08913790115021,-4.710433392587971,3
124.85384428512366,37.89689358954877,3
-5.08961063346424,-6.703699694718784,2
42.58761728198024,-12.354377014798045,3
112.74099276890983,27.021424385075488,4
85.86850299748457,29.642309344504852,3
182.89711990702773,-15.991453252749647,0
-4.288466589165127,-8.791309033182229,4
-45.79793786918637,-1.7246241048611026,4
-46.08913790115021,-4.710433392587971,3
-46.08913790115021,-4.710433392587971,2
-45.89500454650764,-2.719893867436726,4
-44.633137741330984,10.21861304604637,1
186.3915202905939,19.838258199972778,3
-5.186677310785522,-7.698969457294407,1
-46.08913790115021,-4.710433392587971,4
-4.895477278821676,-4.713160169567538,3
-46.08913790115021,-4.710433392587971,2
-45.89500454650764,-2.719893867436726,4
-45.506737837222516,1.2611851828657659,4
-45.79793786918637,-1.7246241048611026,2
-45.99207122382894,-3.7151636300123485,4
-3.997266557201281,-5.805499745455362,4
81.59756919534819,-14.14956020882255,2
-46.08913790115021,-4.710433392587971,2
185.2267201627385,7.895021049065301,2
-45.89500454650764,-2.719893867436726,2
-17.64132593601505,39.73362644749162,4
-45.99207122382894,-3.7151636300123485,3
-37.93376479853955,-3.5003958554162233,4
20.08352437204151,-6.144635739796885,4
-45.99207122382894,-3.7151636300123485,3
-45.89500454650764,-2.719893867436726,4
-45.409671159901244,2.256454945441389,3
111.57619264105445,15.078187234168011,3
42.58761728198024,-12.354377014798045,3
-12.857696470355087,-3.936601663069948,2
-46.08913790115021,-4.710433392587971,3
72.03306191521654,-9.197783025398072,2
-45.02140445061611,6.237533995743879,4
-4.288466589165127,-8.791309033182229,2
21.783858581526328,-9.320641172666244,3
-45.79793786918637,-1.7246241048611026,4
-5.08961063346424,-6.703699694718784,3
-45.02140445061611,6.237533995743879,3
-3.633610473645011,8.225346743915559,4
-2.904922480938323,-4.9072997961919365,4
-45.99207122382894,-3.7151636300123485,2
-45.99207122382894,-3.7151636300123485,3
-45.409671159901244,2.256454945441389,4
-4.216010537572703,2.253728168461821,2
-45.99207122382894,-3.7151636300123485,4
-4.216010537572703,2.253728168461821,4
-45.99207122382894,-3.7151636300123485,4
-39.19740381133919,65.95371975028125,3
-45.89500454650764,-2.719893867436726,4
-45.89500454650764,-2.719893867436726,2
-5.186677310785522,-7.698969457294407,3
-45.99207122382894,-3.7151636300123485,2
-4.992543956142958,-5.7084299321431615,1
-45.99207122382894,-3.7151636300123485,1
-45.89500454650764,-2.719893867436726,3
58.82649049714561,20.222887339714546,3
7.241984863121003,-3.8874584041626794,2
-4.895477278821676,-4.713160169567538,2
-45.99207122382894,-3.7151636300123485,2
-45.99207122382894,-3.7151636300123485,3
-46.08913790115021,-4.710433392587971,3
-5.08961063346424,-6.703699694718784,2
-5.08961063346424,-6.703699694718784,1
-44.99777326845257,-3.8161769248064545,1
-45.99207122382894,-3.7151636300123485,2
-4.895477278821676,-4.713160169567538,2
-38.127898153182116,-5.490935380567469,1
-45.79793786918637,-1.7246241048611026,3
-45.99207122382894,-3.7151636300123485,1
-46.08913790115021,-4.710433392587971,4
-1.0606556118339678,14.002825692744896,1
-5.08961063346424,-6.703699694718784,4
-5.186677310785522,-7.698969457294407,2
-45.99207122382894,-3.7151636300123485,3
19.5981909854351,-11.120984552675,1
-45.79793786918637,-1.7246241048611026,2
43.3641507005505,-4.39221891419306,3
-4.7013439241791115,-2.7226206444162933,4
-0.8911328829202614,26.04313265696457,4
50.54708482232537,69.25774351640304,4
-45.89500454650764,-2.719893867436726,4
-38.03260368348382,77.89695690118872,3
-45.02140445061611,6.237533995743879,3
-45.506737837222516,1.2611851828657659,4
-4.216010537572703,2.253728168461821,4
-45.99207122382894,-3.7151636300123485,2
-46.08913790115021,-4.710433392587971,1
-43.85660432276073,18.180771146651356,3
-22.00932641547273,-5.053512868411405,1
42.68468395930153,-11.359107252222422,2
-21.135726319581195,3.903914994769201,4
-45.89500454650764,-2.719893867436726,2
-45.21553780525868,4.246994470592635,3
-5.380810665428085,-9.689508982445652,3
17.704702864873028,-9.93157516347498,1
61.18207720417939,-7.134745316388261,1
-45.02140445061611,6.237533995743879,4
-42.01194107162754,-4.107386364743053,1
-45.99207122382894,-3.7151636300123485,2
119.2239770004893,-19.82875263983735,1
-4.992543956142958,-5.7084299321431615,2
-45.99207122382894,-3.7151636300123485,3
-5.08961063346424,-6.703699694718784,2
-5.08961063346424,-6.703699694718784,3
-1.0114343603762528,-6.0967091853919575,2
-43.85660432276073,18.180771146651356,2
124.85384428512366,37.89689358954877,4
155.73205427804447,24.837961937802184,1
-45.506737837222516,1.2611851828657659,4
-44.82727109597355,8.228073520895126,4
-5.08961063346424,-6.703699694718784,2
18.092969574158158,-5.950496113172488,1
72.03306191521654,-9.197783025398072,3
-46.08913790115021,-4.710433392587971,3
-46.08913790115021,-4.710433392587971,2
-37.351364734611856,2.4712227200375136,2
-4.7013439241791115,-2.7226206444162933,4
-40.36220393919458,54.01048259937378,1
-45.89500454650764,-2.719893867436726,4
-45.99207122382894,-3.7151636300123485,3
-44.43900438668842,12.209152571197619,1
-45.79793786918637,-1.7246241048611026,2
-5.283743988106803,-8.694239219870031,1
-45.02140445061611,6.237533995743879,3
-5.08961063346424,-6.703699694718784,2
-31.063889683269103,-5.175154311177239,1
13.82065994642761,-8.54802614765056,2
-5.186677310785522,-7.698969457294407,2
-5.186677310785522,-7.698969457294407,4
-5.08961063346424,-6.703699694718784,2
-4.992543956142958,-5.7084299321431615,2
-46.08913790115021,-4.710433392587971,3
-45.99207122382894,-3.7151636300123485,3
-5.186677310785522,-7.698969457294407,3
-4.992543956142958,-5.7084299321431615,2
-45.70087119186508,-0.7293543422854799,4
-4.288466589165127,-8.791309033182229,1
-5.186677310785522,-7.698969457294407,1
-3.6089998479161536,-1.8244206951528688,4
-45.79793786918637,-1.7246241048611026,4
-24.194014567998646,-6.849912766938253,1
-5.186677310785522,-7.698969457294407,1
-5.283743988106803,-8.694239219870031,4
249.941610068488,73.92439478240263,3
50.54708482232537,69.25774351640304,3
-45.70087119186508,-0.7293543422854799,4
-45.99207122382894,-3.7151636300123485,4
-3.7060665252374356,-2.8196904577284916,4
-46.08913790115021,-4.710433392587971,4
-42.691804194905345,30.12400829755883,4
84.53280431512134,46.85310474822704,2
-14.972680222476871,87.7007146777459,1
-5.186677310785522,-7.698969457294407,3
-4.118943860251421,3.2489979310374446,1
-5.186677310785522,-7.698969457294407,2
242.07920920546417,-6.692455986222832,3
-45.02140445061611,6.237533995743879,4
-45.99207122382894,-3.7151636300123485,2
-27.689790777158944,-1.485284700811343,2
-45.6038045145438,0.2659154202901432,2
-45.79793786918637,-1.7246241048611026,2
59.991290625001,32.166124490622025,2
-3.997266557201281,-5.805499745455362,4
-46.08913790115021,-4.710433392587971,1
-5.186677310785522,-7.698969457294407,3
-45.99207122382894,-3.7151636300123485,2
-5.186677310785522,-7.698969457294407,1
61.544357462141505,48.09044069183199,2
151.84938718519322,-14.972828565222727,1
